MMSI,时间(Local),Unix时间戳,视觉类别,原始类别描述,原始类别编码,航行状态,纬度,经度,航速,航向,船首向,船长,船宽
413700320,2025-12-06 09:56:55,1764986215.798,general cargo vessels,货轮-通用,70.0,在航(使用引擎),38.96315,117.843833,8.4,281.1,280.0,159.0,23.0
413700030,2025-12-06 09:56:55,1764986215.878,general cargo vessels,货轮-通用,70.0,系泊(Moored),38.973703,117.78592,,13.1,290.0,134.0,22.0
413568370,2025-12-06 09:56:56,1764986216.374,other,疏浚/水下作业,33.0,在航(使用引擎),38.953357,117.8918,10.0,97.6,97.0,77.0,16.0
413018070,2025-12-06 09:56:56,1764986216.405,tug,引航船(Pilot),50.0,在航(使用引擎),38.973703,117.78804,1.2,59.8,205.0,17.0,5.0
413360840,2025-12-06 09:56:57,1764986217.205,other,疏浚/水下作业,33.0,在航(使用引擎),38.95857,117.8314,0.1,360.0,511.0,58.0,12.0
412990071,2025-12-06 09:56:57,1764986217.525,other,Unknown,,未定义(默认),38.999423,117.701938,,354.2,511.0,0.0,0.0
413572190,2025-12-06 09:56:58,1764986218.021,tug,拖轮(Tug),52.0,锚泊,38.974927,117.788693,,301.9,291.0,36.0,13.0
413015140,2025-12-06 09:56:58,1764986218.037,coast guard ship,执法船,55.0,在航(使用引擎),38.956568,117.85945,10.7,101.5,100.0,40.0,8.0
4125001,2025-12-06 09:56:58,1764986218.157,other,Unknown,,,38.981418,117.805302,,,,,
413292540,2025-12-06 09:56:58,1764986218.276,general cargo vessels,货轮-通用,70.0,在航(使用引擎),38.965513,117.827733,7.9,282.4,284.0,126.0,28.0
413018070,2025-12-06 09:56:58,1764986218.404,tug,引航船(Pilot),50.0,在航(使用引擎),38.973683,117.78804,1.2,70.3,209.0,17.0,5.0
994146022,2025-12-06 09:56:58,1764986218.722,other,Unknown,,,39.007167,117.781,,,,0.0,0.0
4125055,2025-12-06 09:56:58,1764986218.756,other,Unknown,,,38.975792,117.78749,,,,,
413442120,2025-12-06 09:56:59,1764986219.315,other,疏浚/水下作业,33.0,在航(使用引擎),38.95342,117.85184,1.9,104.6,81.0,110.0,20.0
413576740,2025-12-06 09:56:59,1764986219.36,oil tanker,油轮-通用,80.0,在航(使用引擎),38.971287,117.787973,10.1,281.4,282.0,105.0,16.0
413018070,2025-12-06 09:57:00,1764986220.227,tug,引航船(Pilot),50.0,在航(使用引擎),38.973667,117.78804,1.4,82.1,214.0,17.0,5.0
249840000,2025-12-06 09:57:00,1764986220.352,general cargo vessels,货轮-通用,70.0,在航(使用引擎),38.939422,117.787802,,32.5,109.0,366.0,51.0
249470000,2025-12-06 09:57:00,1764986220.897,general cargo vessels,货轮-通用,70.0,系泊(Moored),39.048593,117.767088,,57.7,296.0,200.0,33.0
994146002,2025-12-06 09:57:01,1764986221.17,other,Unknown,,,39.009333,117.772833,,,,0.0,0.0
413484040,2025-12-06 09:57:01,1764986221.218,passenger ship,客轮-通用,60.0,在航(使用引擎),38.955553,117.881135,12.1,99.7,101.0,65.0,13.0
994146036,2025-12-06 09:57:01,1764986221.353,other,Unknown,,,38.658333,117.960498,,,,0.0,0.0
413018070,2025-12-06 09:57:02,1764986222.244,tug,引航船(Pilot),50.0,在航(使用引擎),38.973633,117.78804,1.5,94.0,219.0,17.0,5.0
538004110,2025-12-06 09:57:02,1764986222.421,general cargo vessels,货轮-通用,70.0,系泊(Moored),38.970037,117.770898,0.1,96.1,280.0,229.0,32.0
413442120,2025-12-06 09:57:02,1764986222.576,other,疏浚/水下作业,33.0,在航(使用引擎),38.95342,117.85188,1.9,103.9,80.0,110.0,20.0
4125055,2025-12-06 09:57:02,1764986222.752,other,Unknown,,,38.975808,117.7875,,,,,
413018070,2025-12-06 09:57:04,1764986224.191,tug,引航船(Pilot),50.0,在航(使用引擎),38.973617,117.788027,1.6,106.8,221.0,17.0,5.0
413442120,2025-12-06 09:57:05,1764986225.16,other,疏浚/水下作业,33.0,在航(使用引擎),38.95342,117.851893,1.9,103.3,79.0,110.0,20.0
413700320,2025-12-06 09:57:05,1764986225.16,general cargo vessels,货轮-通用,70.0,在航(使用引擎),38.963233,117.84335,8.4,281.4,280.0,159.0,23.0
413568370,2025-12-06 09:57:05,1764986225.918,other,疏浚/水下作业,33.0,在航(使用引擎),38.953293,117.8924,10.1,97.6,98.0,77.0,16.0
413360840,2025-12-06 09:57:06,1764986226.333,other,疏浚/水下作业,33.0,在航(使用引擎),38.95858,117.8314,,360.0,511.0,58.0,12.0
994126297,2025-12-06 09:57:06,1764986226.541,other,Unknown,,,38.972013,117.715138,,,,0.0,0.0
413304760,2025-12-06 09:57:07,1764986227.66,tug,拖轮(Tug),52.0,在航(使用引擎),38.92211,117.875192,2.0,316.0,5.0,35.0,13.0
412990071,2025-12-06 09:57:07,1764986227.963,other,Unknown,,未定义(默认),38.999448,117.70191,,355.0,511.0,0.0,0.0
4131403,2025-12-06 09:57:08,1764986228.117,other,Unknown,,,38.9757,117.787447,,,,,
4125001,2025-12-06 09:57:08,1764986228.167,other,Unknown,,,38.98142,117.8053,,,,,
413018070,2025-12-06 09:57:08,1764986228.201,tug,引航船(Pilot),50.0,在航(使用引擎),38.97357,117.787973,1.6,132.8,216.0,17.0,5.0
413576740,2025-12-06 09:57:08,1764986228.829,oil tanker,油轮-通用,80.0,在航(使用引擎),38.971377,117.787387,10.1,281.2,282.0,105.0,16.0
413292540,2025-12-06 09:57:08,1764986228.922,general cargo vessels,货轮-通用,70.0,在航(使用引擎),38.965607,117.827213,7.9,282.4,283.0,126.0,28.0
412018340,2025-12-06 09:57:09,1764986229.036,other,Unknown,,在航(使用引擎),38.978337,117.757053,,18.6,82.0,,
413442120,2025-12-06 09:57:09,1764986229.201,other,疏浚/水下作业,33.0,在航(使用引擎),38.953403,117.851933,1.9,102.3,78.0,110.0,20.0
413015140,2025-12-06 09:57:09,1764986229.437,coast guard ship,执法船,55.0,在航(使用引擎),38.956465,117.860123,10.7,102.3,100.0,40.0,8.0
413018070,2025-12-06 09:57:10,1764986230.217,tug,引航船(Pilot),50.0,在航(使用引擎),38.973553,117.78796,1.7,145.8,209.0,17.0,5.0
413309530,2025-12-06 09:57:10,1764986230.488,general cargo vessels,货轮-通用,70.0,系泊(Moored),38.976397,117.764453,,360.0,511.0,116.0,20.0
412018080,2025-12-06 09:57:11,1764986231.15,tug,拖轮(Tug),52.0,系泊(Moored),38.973663,117.788858,0.1,357.4,215.0,36.0,10.0
413484040,2025-12-06 09:57:11,1764986231.191,passenger ship,客轮-通用,60.0,在航(使用引擎),38.955453,117.88184,12.1,99.7,101.0,65.0,13.0
413442120,2025-12-06 09:57:12,1764986232.832,other,疏浚/水下作业,33.0,在航(使用引擎),38.953403,117.851973,1.9,101.4,77.0,110.0,20.0
370029000,2025-12-06 09:57:14,1764986234.069,general cargo vessels,货轮-通用,70.0,系泊(Moored),38.984433,117.754,,344.0,293.0,110.0,19.0
413018070,2025-12-06 09:57:14,1764986234.147,tug,引航船(Pilot),50.0,在航(使用引擎),38.973517,117.78792,1.7,171.1,193.0,17.0,5.0
624020000,2025-12-06 09:57:14,1764986234.296,other,Unknown,,系泊(Moored),38.981937,117.760667,,91.2,294.0,166.0,27.0
636021238,2025-12-06 09:57:14,1764986234.618,general cargo vessels,货轮-通用,70.0,系泊(Moored),38.951132,117.854027,,93.4,282.0,340.0,62.0
413700320,2025-12-06 09:57:14,1764986234.954,general cargo vessels,货轮-通用,70.0,在航(使用引擎),38.9633,117.8429,8.4,281.8,280.0,159.0,23.0
413696280,2025-12-06 09:57:15,1764986235.396,general cargo vessels,货轮-通用,70.0,系泊(Moored),39.004212,117.786075,,89.4,349.0,140.0,20.0
413018070,2025-12-06 09:57:16,1764986236.195,tug,引航船(Pilot),50.0,在航(使用引擎),38.9735,117.787907,1.7,181.1,182.0,17.0,5.0
413442120,2025-12-06 09:57:16,1764986236.232,other,疏浚/水下作业,33.0,在航(使用引擎),38.953403,117.852,1.9,100.5,76.0,110.0,20.0
310721000,2025-12-06 09:57:16,1764986236.563,oil tanker,油轮-危险D,84.0,在航(使用引擎),38.924022,117.875433,1.2,341.5,8.0,299.0,46.0
412990071,2025-12-06 09:57:16,1764986236.787,other,Unknown,,未定义(默认),38.999418,117.701907,,354.6,511.0,0.0,0.0
413360840,2025-12-06 09:57:16,1764986236.907,other,疏浚/水下作业,33.0,在航(使用引擎),38.958587,117.831413,0.2,54.0,511.0,58.0,12.0
413018070,2025-12-06 09:57:18,1764986238.097,tug,引航船(Pilot),50.0,在航(使用引擎),38.973483,117.787893,1.7,186.6,170.0,17.0,5.0
4131403,2025-12-06 09:57:18,1764986238.114,other,Unknown,,,38.9757,117.787447,,,,,
4125001,2025-12-06 09:57:18,1764986238.167,other,Unknown,,,38.98142,117.805302,,,,,
413292540,2025-12-06 09:57:18,1764986238.351,general cargo vessels,货轮-通用,70.0,在航(使用引擎),38.96568,117.826813,7.9,282.4,283.0,126.0,28.0
413015140,2025-12-06 09:57:18,1764986238.416,coast guard ship,执法船,55.0,在航(使用引擎),38.95637,117.860682,10.7,102.4,100.0,40.0,8.0
413576740,2025-12-06 09:57:18,1764986238.467,oil tanker,油轮-通用,80.0,在航(使用引擎),38.971457,117.786867,10.0,281.2,282.0,105.0,16.0
4125055,2025-12-06 09:57:18,1764986238.749,other,Unknown,,,38.975808,117.7875,,,,,
477186100,2025-12-06 09:57:18,1764986238.834,general cargo vessels,货轮-通用,70.0,系泊(Moored),38.974325,117.783768,,64.1,289.0,110.0,20.0
413442120,2025-12-06 09:57:19,1764986239.233,other,疏浚/水下作业,33.0,在航(使用引擎),38.953403,117.85204,1.9,99.5,75.0,110.0,20.0
249840000,2025-12-06 09:57:19,1764986239.312,general cargo vessels,货轮-通用,70.0,在航(使用引擎),38.939428,117.787798,,339.2,109.0,366.0,51.0
413484040,2025-12-06 09:57:20,1764986240.671,passenger ship,客轮-通用,60.0,在航(使用引擎),38.955368,117.88248,12.1,99.8,101.0,65.0,13.0
352004605,2025-12-06 09:57:21,1764986241.533,general cargo vessels,货轮-通用,70.0,系泊(Moored),38.95982,117.72712,,142.7,310.0,128.0,21.0
413018070,2025-12-06 09:57:22,1764986242.27,tug,引航船(Pilot),50.0,在航(使用引擎),38.97345,117.787867,1.7,193.5,146.0,17.0,5.0
4125055,2025-12-06 09:57:22,1764986242.766,other,Unknown,,,38.975798,117.787503,,,,,
413442120,2025-12-06 09:57:22,1764986242.782,other,疏浚/水下作业,33.0,在航(使用引擎),38.953383,117.85208,1.9,98.4,74.0,110.0,20.0
413363350,2025-12-06 09:57:22,1764986242.919,other,疏浚/水下作业,33.0,锚泊,38.958945,117.83517,0.2,352.2,511.0,58.0,12.0
413018070,2025-12-06 09:57:24,1764986244.14,tug,引航船(Pilot),50.0,在航(使用引擎),38.97345,117.787867,1.8,195.3,138.0,17.0,5.0
413700320,2025-12-06 09:57:25,1764986245.004,general cargo vessels,货轮-通用,70.0,在航(使用引擎),38.963383,117.8424,8.4,282.0,280.0,159.0,23.0
413442120,2025-12-06 09:57:25,1764986245.789,other,疏浚/水下作业,33.0,在航(使用引擎),38.953383,117.852133,1.9,97.5,73.0,110.0,20.0
413360840,2025-12-06 09:57:26,1764986246.458,other,疏浚/水下作业,33.0,在航(使用引擎),38.958587,117.831427,0.1,94.3,511.0,58.0,12.0
310721000,2025-12-06 09:57:26,1764986246.777,oil tanker,油轮-危险D,84.0,在航(使用引擎),38.924078,117.875412,1.1,343.6,10.0,299.0,46.0
412990071,2025-12-06 09:57:26,1764986246.964,other,Unknown,,未定义(默认),38.999405,117.701895,,354.5,511.0,0.0,0.0
413457460,2025-12-06 09:57:27,1764986247.321,oil tanker,油轮-危险C,83.0,系泊(Moored),38.9509,117.749803,,206.1,110.0,96.0,15.0
413292540,2025-12-06 09:57:27,1764986247.897,general cargo vessels,货轮-通用,70.0,在航(使用引擎),38.96576,117.826333,7.9,282.7,284.0,126.0,28.0
4131403,2025-12-06 09:57:28,1764986248.116,other,Unknown,,,38.9757,117.787447,,,,,
4125001,2025-12-06 09:57:28,1764986248.168,other,Unknown,,,38.98142,117.805303,,,,,
413015140,2025-12-06 09:57:28,1764986248.45,coast guard ship,执法船,55.0,在航(使用引擎),38.95626,117.861308,10.8,102.5,100.0,40.0,8.0
413576740,2025-12-06 09:57:28,1764986248.503,oil tanker,油轮-通用,80.0,在航(使用引擎),38.97155,117.78628,10.0,281.4,282.0,105.0,16.0
994146018,2025-12-06 09:57:28,1764986248.776,other,Unknown,,,38.967,117.824332,,,,0.0,0.0
994146019,2025-12-06 09:57:29,1764986249.255,other,Unknown,,,38.983667,117.784333,,,,0.0,0.0
249840000,2025-12-06 09:57:30,1764986250.119,general cargo vessels,货轮-通用,70.0,在航(使用引擎),38.93943,117.787802,,39.6,109.0,366.0,51.0
413018070,2025-12-06 09:57:30,1764986250.387,tug,引航船(Pilot),50.0,在航(使用引擎),38.973403,117.78788,1.8,197.0,117.0,17.0,5.0
413484040,2025-12-06 09:57:31,1764986251.47,passenger ship,客轮-通用,60.0,在航(使用引擎),38.955265,117.883263,12.1,100.0,101.0,65.0,13.0
413018070,2025-12-06 09:57:32,1764986252.264,tug,引航船(Pilot),50.0,在航(使用引擎),38.973403,117.78788,1.8,196.1,112.0,17.0,5.0
215141000,2025-12-06 09:57:32,1764986252.536,general cargo vessels,货轮-危险A,71.0,系泊(Moored),39.000633,117.77544,,104.1,348.0,282.0,32.0
413442120,2025-12-06 09:57:32,1764986252.776,other,疏浚/水下作业,33.0,在航(使用引擎),38.953383,117.8522,1.9,95.5,71.0,110.0,20.0
413263210,2025-12-06 09:57:33,1764986253.282,other,Unknown,,操纵能力受限,38.97987,117.739933,,360.0,511.0,,
356158000,2025-12-06 09:57:33,1764986253.524,general cargo vessels,货轮-通用,70.0,系泊(Moored),38.981482,117.749208,,216.9,16.0,158.0,24.0
413018070,2025-12-06 09:57:34,1764986254.139,tug,引航船(Pilot),50.0,在航(使用引擎),38.973387,117.787893,1.8,195.1,110.0,17.0,5.0
413700320,2025-12-06 09:57:34,1764986254.434,general cargo vessels,货轮-通用,70.0,在航(使用引擎),38.963467,117.8419,8.4,282.0,279.0,159.0,23.0
538007483,2025-12-06 09:57:34,1764986254.738,general cargo vessels,货轮-通用,70.0,系泊(Moored),38.978583,117.76905,,132.0,295.0,294.0,32.0
413442120,2025-12-06 09:57:36,1764986256.057,other,疏浚/水下作业,33.0,在航(使用引擎),38.953367,117.852227,1.9,94.6,70.0,110.0,20.0
412018070,2025-12-06 09:57:36,1764986256.193,tug,拖轮(Tug),52.0,系泊(Moored),38.973343,117.788123,,146.5,212.0,37.0,10.0
209111000,2025-12-06 09:57:36,1764986256.352,general cargo vessels,货轮-通用,70.0,系泊(Moored),38.951815,117.849767,,160.7,281.0,300.0,50.0
413018070,2025-12-06 09:57:36,1764986256.416,tug,引航船(Pilot),50.0,在航(使用引擎),38.973387,117.787893,1.8,191.6,110.0,17.0,5.0
413360840,2025-12-06 09:57:36,1764986256.861,other,疏浚/水下作业,33.0,在航(使用引擎),38.958593,117.831413,,360.0,511.0,58.0,12.0
413018040,2025-12-06 09:57:37,1764986257.983,tug,拖轮(Tug),52.0,系泊(Moored),38.973812,117.788407,,125.7,195.0,35.0,11.0
412990071,2025-12-06 09:57:38,1764986258.095,other,Unknown,,未定义(默认),38.99943,117.701877,,353.0,511.0,0.0,0.0
4125001,2025-12-06 09:57:38,1764986258.172,other,Unknown,,,38.98142,117.805303,,,,,
413018070,2025-12-06 09:57:38,1764986258.403,tug,引航船(Pilot),50.0,在航(使用引擎),38.973387,117.787907,1.8,187.6,109.0,17.0,5.0
413576740,2025-12-06 09:57:38,1764986258.576,oil tanker,油轮-通用,80.0,在航(使用引擎),38.971643,117.785693,10.0,281.9,282.0,105.0,16.0
413015140,2025-12-06 09:57:38,1764986258.621,coast guard ship,执法船,55.0,在航(使用引擎),38.95615,117.861928,10.8,102.7,101.0,40.0,8.0
4125055,2025-12-06 09:57:38,1764986258.756,other,Unknown,,,38.975812,117.787518,,,,,
413292540,2025-12-06 09:57:38,1764986258.853,general cargo vessels,货轮-通用,70.0,在航(使用引擎),38.965853,117.825827,8.0,283.7,284.0,126.0,28.0
413442120,2025-12-06 09:57:39,1764986259.17,other,疏浚/水下作业,33.0,在航(使用引擎),38.953367,117.852267,1.9,93.8,69.0,110.0,20.0
413018070,2025-12-06 09:57:40,1764986260.171,tug,引航船(Pilot),50.0,在航(使用引擎),38.973387,117.787907,1.7,186.1,109.0,17.0,5.0
249840000,2025-12-06 09:57:40,1764986260.379,general cargo vessels,货轮-通用,70.0,在航(使用引擎),38.939432,117.787805,,64.4,108.0,366.0,51.0
477723700,2025-12-06 09:57:41,1764986261.61,general cargo vessels,货轮-通用,70.0,系泊(Moored),38.967302,117.789253,,208.9,280.0,299.0,50.0
413484040,2025-12-06 09:57:41,1764986261.722,passenger ship,客轮-通用,60.0,在航(使用引擎),38.955163,117.883977,12.1,100.1,101.0,65.0,13.0
413018070,2025-12-06 09:57:42,1764986262.282,tug,引航船(Pilot),50.0,在航(使用引擎),38.97337,117.78792,1.7,178.8,108.0,17.0,5.0
413442120,2025-12-06 09:57:42,1764986262.488,other,疏浚/水下作业,33.0,在航(使用引擎),38.953383,117.852293,1.9,93.0,68.0,110.0,20.0
414760000,2025-12-06 09:57:42,1764986262.566,general cargo vessels,货轮-通用,70.0,系泊(Moored),38.988697,117.790315,0.1,96.0,346.0,255.0,37.0
4125055,2025-12-06 09:57:42,1764986262.748,other,Unknown,,,38.975802,117.787503,,,,,
994146018,2025-12-06 09:57:43,1764986263.417,other,Unknown,,,38.96695,117.824362,,,,0.0,0.0
413018070,2025-12-06 09:57:44,1764986264.121,tug,引航船(Pilot),50.0,在航(使用引擎),38.97337,117.78792,1.7,179.6,106.0,17.0,5.0
413700320,2025-12-06 09:57:44,1764986264.648,general cargo vessels,货轮-通用,70.0,在航(使用引擎),38.96355,117.841417,8.4,281.8,279.0,159.0,23.0
413568370,2025-12-06 09:57:45,1764986265.383,other,疏浚/水下作业,33.0,在航(使用引擎),38.95304,117.894813,10.2,97.3,97.0,77.0,16.0
413309410,2025-12-06 09:57:46,1764986266.039,other,港口供应船,53.0,,38.9709,117.793,6.8,194.1,511.0,14.0,4.0
994146019,2025-12-06 09:57:46,1764986266.294,other,Unknown,,,38.983667,117.7844,,,,0.0,0.0
413018070,2025-12-06 09:57:46,1764986266.358,tug,引航船(Pilot),50.0,在航(使用引擎),38.97337,117.78792,1.6,176.3,106.0,17.0,5.0
413360840,2025-12-06 09:57:46,1764986266.387,other,疏浚/水下作业,33.0,在航(使用引擎),38.9586,117.831413,0.1,360.0,511.0,58.0,12.0
413442120,2025-12-06 09:57:46,1764986266.862,other,疏浚/水下作业,33.0,在航(使用引擎),38.953383,117.852347,1.9,91.9,67.0,110.0,20.0
412990071,2025-12-06 09:57:47,1764986267.637,other,Unknown,,未定义(默认),38.999403,117.70189,,356.4,511.0,0.0,0.0
310721000,2025-12-06 09:57:47,1764986267.674,oil tanker,油轮-危险D,84.0,在航(使用引擎),38.924175,117.875373,0.9,337.0,14.0,299.0,46.0
4131403,2025-12-06 09:57:48,1764986268.108,other,Unknown,,,38.9757,117.787447,,,,,
4125001,2025-12-06 09:57:48,1764986268.164,other,Unknown,,,38.981422,117.8053,,,,,
413018070,2025-12-06 09:57:48,1764986268.392,tug,引航船(Pilot),50.0,在航(使用引擎),38.97337,117.78792,1.4,173.6,106.0,17.0,5.0
413292540,2025-12-06 09:57:48,1764986268.997,general cargo vessels,货轮-通用,70.0,在航(使用引擎),38.965943,117.82536,8.1,283.1,284.0,126.0,28.0
413442120,2025-12-06 09:57:49,1764986269.236,other,疏浚/水下作业,33.0,在航(使用引擎),38.953383,117.85236,1.9,91.4,66.0,110.0,20.0
994146020,2025-12-06 09:57:49,1764986269.397,other,Unknown,,,38.991517,117.785468,,,,0.0,0.0
413015140,2025-12-06 09:57:49,1764986269.659,coast guard ship,执法船,55.0,在航(使用引擎),38.956032,117.862607,10.8,102.7,100.0,40.0,8.0
413576740,2025-12-06 09:57:49,1764986269.938,oil tanker,油轮-通用,80.0,在航(使用引擎),38.971757,117.785013,9.8,281.7,282.0,105.0,16.0
413018070,2025-12-06 09:57:50,1764986270.354,tug,引航船(Pilot),50.0,在航(使用引擎),38.97337,117.78792,1.2,163.6,106.0,17.0,5.0
312027000,2025-12-06 09:57:50,1764986270.914,general cargo vessels,货轮-通用,70.0,系泊(Moored),38.985033,117.752183,,8.6,297.0,71.0,13.0
413484040,2025-12-06 09:57:51,1764986271.857,passenger ship,客轮-通用,60.0,在航(使用引擎),38.955052,117.884693,12.1,100.2,101.0,65.0,13.0
994146021,2025-12-06 09:57:52,1764986272.4,other,Unknown,,,38.99122,117.78223,,,,0.0,0.0
413442120,2025-12-06 09:57:52,1764986272.896,other,疏浚/水下作业,33.0,在航(使用引擎),38.953383,117.8524,1.8,90.8,65.0,110.0,20.0
538006275,2025-12-06 09:57:53,1764986273.841,general cargo vessels,货轮-通用,70.0,系泊(Moored),38.967897,117.78379,,108.1,102.0,199.0,32.0
413018070,2025-12-06 09:57:54,1764986274.413,tug,引航船(Pilot),50.0,在航(使用引擎),38.973387,117.787907,1.1,131.3,105.0,17.0,5.0
413304770,2025-12-06 09:57:54,1764986274.462,tug,拖轮(Tug),52.0,系泊(Moored),38.974795,117.789347,,126.4,203.0,35.0,13.0
412015020,2025-12-06 09:57:54,1764986274.594,coast guard ship,执法船,55.0,系泊(Moored),38.979113,117.80108,0.2,54.7,278.0,60.0,7.0
413442120,2025-12-06 09:57:55,1764986275.486,other,疏浚/水下作业,33.0,在航(使用引擎),38.953383,117.85244,1.8,90.5,64.0,110.0,20.0
994146022,2025-12-06 09:57:55,1764986275.621,other,Unknown,,,39.007238,117.78097,,,,0.0,0.0
413700320,2025-12-06 09:57:55,1764986275.794,general cargo vessels,货轮-通用,70.0,在航(使用引擎),38.96365,117.840817,8.4,281.5,280.0,159.0,23.0
354511000,2025-12-06 09:57:56,1764986276.408,oil tanker,油轮-通用,80.0,系泊(Moored),38.98642,117.779365,,352.1,348.0,141.0,24.0
413360840,2025-12-06 09:57:57,1764986277.211,other,疏浚/水下作业,33.0,在航(使用引擎),38.958603,117.831413,,360.0,511.0,58.0,12.0
412990071,2025-12-06 09:57:57,1764986277.524,other,Unknown,,未定义(默认),38.999388,117.701917,,358.1,511.0,0.0,0.0
413015140,2025-12-06 09:57:58,1764986278.042,coast guard ship,执法船,55.0,在航(使用引擎),38.955948,117.863108,10.8,102.1,99.0,40.0,8.0
4131403,2025-12-06 09:57:58,1764986278.122,other,Unknown,,,38.9757,117.787447,,,,,
4125001,2025-12-06 09:57:58,1764986278.162,other,Unknown,,,38.981423,117.805297,,,,,
413292540,2025-12-06 09:57:58,1764986278.276,general cargo vessels,货轮-通用,70.0,在航(使用引擎),38.966017,117.82496,8.0,282.8,284.0,126.0,28.0
4125055,2025-12-06 09:57:58,1764986278.751,other,Unknown,,,38.975813,117.787515,,,,,
994121006,2025-12-06 09:57:58,1764986278.89,other,Unknown,,,38.9772,117.793483,,,,2.0,2.0
413576740,2025-12-06 09:57:59,1764986279.313,oil tanker,油轮-通用,80.0,在航(使用引擎),38.97184,117.78448,9.8,281.5,282.0,105.0,16.0
413442120,2025-12-06 09:57:59,1764986279.415,other,疏浚/水下作业,33.0,在航(使用引擎),38.953403,117.85248,1.8,90.0,62.0,110.0,20.0
249840000,2025-12-06 09:58:00,1764986280.36,general cargo vessels,货轮-通用,70.0,在航(使用引擎),38.939428,117.787798,,200.9,108.0,366.0,51.0
413484040,2025-12-06 09:58:01,1764986281.207,passenger ship,客轮-通用,60.0,在航(使用引擎),38.954953,117.885408,12.1,100.0,101.0,65.0,13.0
257523000,2025-12-06 09:58:02,1764986282.063,general cargo vessels,货轮-通用,70.0,系泊(Moored),38.945792,117.767393,,159.9,288.0,200.0,32.0
413018070,2025-12-06 09:58:02,1764986282.232,tug,引航船(Pilot),50.0,在航(使用引擎),38.973403,117.787827,1.0,78.8,108.0,17.0,5.0
4125055,2025-12-06 09:58:02,1764986282.751,other,Unknown,,,38.975797,117.787525,,,,,
413442120,2025-12-06 09:58:02,1764986282.874,other,疏浚/水下作业,33.0,在航(使用引擎),38.953403,117.852507,1.8,89.1,61.0,110.0,20.0
413304210,2025-12-06 09:58:03,1764986283.072,tug,拖轮(Tug),52.0,系泊(Moored),38.974463,117.789108,0.1,348.3,511.0,35.0,12.0
994146059,2025-12-06 09:58:04,1764986284.476,other,Unknown,,,38.686112,117.989722,,,,0.0,0.0
413442120,2025-12-06 09:58:05,1764986285.108,other,疏浚/水下作业,33.0,在航(使用引擎),38.953403,117.852547,1.8,88.8,60.0,110.0,20.0
413700320,2025-12-06 09:58:05,1764986285.153,general cargo vessels,货轮-通用,70.0,在航(使用引擎),38.9637,117.840433,8.4,281.5,279.0,159.0,23.0
636022720,2025-12-06 09:58:05,1764986285.268,general cargo vessels,货轮-危险A,71.0,系泊(Moored),38.993507,117.788793,,25.8,346.0,366.0,51.0
413304270,2025-12-06 09:58:05,1764986285.632,tug,拖轮(Tug),52.0,系泊(Moored),38.973693,117.788707,0.1,199.4,511.0,37.0,10.0
413360840,2025-12-06 09:58:06,1764986286.339,other,疏浚/水下作业,33.0,在航(使用引擎),38.958607,117.831413,,360.0,511.0,58.0,12.0
310721000,2025-12-06 09:58:07,1764986287.378,oil tanker,油轮-危险D,84.0,在航(使用引擎),38.924255,117.875335,0.8,332.4,17.0,299.0,46.0
4131403,2025-12-06 09:58:08,1764986288.099,other,Unknown,,,38.9757,117.787447,,,,,
4125001,2025-12-06 09:58:08,1764986288.169,other,Unknown,,,38.981425,117.805292,,,,,
413576740,2025-12-06 09:58:08,1764986288.846,oil tanker,油轮-通用,80.0,在航(使用引擎),38.97193,117.783907,9.8,281.2,282.0,105.0,16.0
413292540,2025-12-06 09:58:08,1764986288.903,general cargo vessels,货轮-通用,70.0,在航(使用引擎),38.966107,117.824427,7.9,282.7,284.0,126.0,28.0
413015140,2025-12-06 09:58:09,1764986289.455,coast guard ship,执法船,55.0,在航(使用引擎),38.955812,117.863927,10.8,101.0,98.0,40.0,8.0
413442120,2025-12-06 09:58:09,1764986289.472,other,疏浚/水下作业,33.0,在航(使用引擎),38.953403,117.852573,1.8,88.0,58.0,110.0,20.0
412303240,2025-12-06 09:58:09,1764986289.952,other,其他-通用,90.0,锚泊,38.961017,117.81684,,258.8,511.0,121.0,48.0
994146061,2025-12-06 09:58:10,1764986290.368,other,Unknown,,,38.682195,117.923362,,,,0.0,0.0
413484040,2025-12-06 09:58:11,1764986291.645,passenger ship,客轮-通用,60.0,在航(使用引擎),38.954853,117.886113,12.1,100.2,101.0,65.0,13.0
413018070,2025-12-06 09:58:12,1764986292.141,tug,引航船(Pilot),50.0,锚泊,38.973417,117.7878,0.9,34.5,131.0,17.0,5.0
413016410,2025-12-06 09:58:12,1764986292.445,other,Unknown,,在航(使用引擎),38.97636,117.748293,,109.9,511.0,,
413442120,2025-12-06 09:58:12,1764986292.861,other,疏浚/水下作业,33.0,在航(使用引擎),38.953403,117.852627,1.8,87.6,57.0,110.0,20.0
994146062,2025-12-06 09:58:13,1764986293.276,other,Unknown,,,38.691388,117.887917,,,,0.0,0.0
413018070,2025-12-06 09:58:14,1764986294.14,tug,引航船(Pilot),50.0,锚泊,38.973417,117.787813,0.9,33.3,138.0,17.0,5.0
413700320,2025-12-06 09:58:14,1764986294.971,general cargo vessels,货轮-通用,70.0,在航(使用引擎),38.963783,117.83995,8.4,281.5,280.0,159.0,23.0
413386460,2025-12-06 09:58:15,1764986295.834,tug,拖轮(Tug),52.0,在航(使用引擎),38.98386,117.72956,1.1,60.0,12.0,73.0,17.0
