MMSI,时间(Local),Unix时间戳,视觉类别,原始类别描述,原始类别编码,航行状态,纬度,经度,航速,航向,船首向,船长,船宽
624020000,2025-12-06 11:34:50,1764992090.259,other,Unknown,,在航(使用引擎),38.968783,117.799802,9.8,101.3,103.0,166.0,27.0
636021777,2025-12-06 11:34:51,1764992091.043,general cargo vessels,货轮-无信息,79.0,系泊(Moored),38.977345,117.762073,,259.2,356.0,178.0,28.0
636022921,2025-12-06 11:34:52,1764992092.049,general cargo vessels,货轮-危险D,74.0,系泊(Moored),39.017328,117.770733,,261.6,346.0,399.0,61.0
255806187,2025-12-06 11:34:52,1764992092.129,general cargo vessels,货轮-通用,70.0,系泊(Moored),38.932885,117.766158,,281.4,18.0,150.0,26.0
413345570,2025-12-06 11:34:52,1764992092.688,tug,拖轮(Tug),52.0,在航(使用引擎),38.946488,117.767602,7.0,300.4,296.0,38.0,10.0
413018020,2025-12-06 11:34:53,1764992093.04,tug,引航船(Pilot),50.0,在航(使用引擎),38.973617,117.828333,0.1,210.3,280.0,17.0,5.0
412018240,2025-12-06 11:34:53,1764992093.92,tug,拖轮(Tug),52.0,系泊(Moored),38.975232,117.788477,0.1,189.9,294.0,31.0,9.0
413304270,2025-12-06 11:34:54,1764992094.439,tug,拖轮(Tug),52.0,系泊(Moored),38.973687,117.788707,0.1,349.7,511.0,37.0,10.0
413018060,2025-12-06 11:34:54,1764992094.479,tug,引航船(Pilot),50.0,系泊(Moored),38.965847,117.843933,12.2,282.7,281.0,17.0,5.0
412379990,2025-12-06 11:34:55,1764992095.911,other,防污染船,54.0,系泊(Moored),38.986382,117.79375,,47.4,511.0,49.0,9.0
413304190,2025-12-06 11:34:55,1764992095.992,tug,拖轮(Tug),52.0,在航(使用引擎),38.993742,117.78687,0.5,25.6,86.0,35.0,12.0
412604000,2025-12-06 11:34:56,1764992096.078,general cargo vessels,货轮-通用,70.0,在航(使用引擎),38.96095,117.8446,8.7,100.0,101.0,199.0,32.0
412990071,2025-12-06 11:34:56,1764992096.686,other,Unknown,,未定义(默认),38.999413,117.70192,,268.6,511.0,0.0,0.0
413306190,2025-12-06 11:34:56,1764992096.973,tug,拖轮(Tug),52.0,在航(使用引擎),38.947503,117.76712,9.4,292.4,511.0,39.0,10.0
413272580,2025-12-06 11:34:56,1764992096.99,other,Unknown,,,38.9737,117.797983,5.5,273.0,273.0,53.0,9.0
636022720,2025-12-06 11:34:57,1764992097.884,general cargo vessels,货轮-危险A,71.0,在航(使用引擎),38.993475,117.788822,,25.8,347.0,366.0,51.0
4131403,2025-12-06 11:34:58,1764992098.204,other,Unknown,,,38.9757,117.787447,,,,,
4125001,2025-12-06 11:34:58,1764992098.268,other,Unknown,,,38.981463,117.80528,,,,,
412203640,2025-12-06 11:34:58,1764992098.473,tug,引航船(Pilot),50.0,在航(使用引擎),38.963327,117.824053,9.4,100.5,98.0,22.0,6.0
4125055,2025-12-06 11:34:58,1764992098.839,other,Unknown,,,38.975797,117.78751,,,,,
624020000,2025-12-06 11:34:58,1764992098.976,other,Unknown,,在航(使用引擎),38.968715,117.80026,9.8,101.6,103.0,166.0,27.0
994146020,2025-12-06 11:34:59,1764992099.124,other,Unknown,,,38.991498,117.785498,,,,0.0,0.0
249840000,2025-12-06 11:34:59,1764992099.751,general cargo vessels,货轮-通用,70.0,在航(使用引擎),38.93944,117.787788,,19.1,109.0,366.0,51.0
412303680,2025-12-06 11:34:59,1764992099.995,oil tanker,油轮-通用,80.0,在航(使用引擎),38.948393,117.77804,8.3,290.9,291.0,94.0,14.0
412379990,2025-12-06 11:35:00,1764992100.218,other,防污染船,54.0,,38.98638,117.79376,,47.4,511.0,49.0,9.0
413018070,2025-12-06 11:35:00,1764992100.58,tug,引航船(Pilot),50.0,在航(使用引擎),38.956067,117.872613,12.6,98.3,99.0,17.0,5.0
413304770,2025-12-06 11:35:00,1764992100.911,tug,拖轮(Tug),52.0,系泊(Moored),38.99283,117.788173,4.0,261.2,80.0,35.0,13.0
413363350,2025-12-06 11:35:02,1764992102.053,other,疏浚/水下作业,33.0,锚泊,38.95911,117.835085,,132.9,511.0,58.0,12.0
4125055,2025-12-06 11:35:02,1764992102.845,other,Unknown,,,38.975802,117.787507,,,,,
413018020,2025-12-06 11:35:03,1764992103.176,tug,引航船(Pilot),50.0,在航(使用引擎),38.973617,117.828333,0.1,201.0,281.0,17.0,5.0
413018060,2025-12-06 11:35:03,1764992103.193,tug,引航船(Pilot),50.0,系泊(Moored),38.965963,117.843293,12.2,282.7,281.0,17.0,5.0
354511000,2025-12-06 11:35:04,1764992104.231,oil tanker,油轮-通用,80.0,在航(使用引擎),38.95574,117.8797,10.9,100.6,101.0,141.0,24.0
413304210,2025-12-06 11:35:04,1764992104.249,tug,拖轮(Tug),52.0,系泊(Moored),38.991172,117.787675,0.2,205.9,511.0,35.0,12.0
413442120,2025-12-06 11:35:05,1764992105.334,other,疏浚/水下作业,33.0,在航(使用引擎),38.955417,117.857307,1.2,81.0,93.0,110.0,20.0
413272080,2025-12-06 11:35:06,1764992106.18,oil tanker,油轮-通用,80.0,在航(使用引擎),39.010998,117.776695,7.9,345.5,511.0,69.0,11.0
413306190,2025-12-06 11:35:06,1764992106.866,tug,拖轮(Tug),52.0,在航(使用引擎),38.947693,117.766573,9.6,292.9,511.0,39.0,10.0
413360840,2025-12-06 11:35:07,1764992107.038,other,疏浚/水下作业,33.0,在航(使用引擎),38.958737,117.831387,,360.0,511.0,58.0,12.0
412604000,2025-12-06 11:35:07,1764992107.118,general cargo vessels,货轮-通用,70.0,在航(使用引擎),38.960867,117.845167,8.7,100.0,101.0,199.0,32.0
412990071,2025-12-06 11:35:07,1764992107.645,other,Unknown,,未定义(默认),38.999388,117.701905,,264.5,511.0,0.0,0.0
636022720,2025-12-06 11:35:08,1764992108.078,general cargo vessels,货轮-危险A,71.0,在航(使用引擎),38.993477,117.788822,,25.8,347.0,366.0,51.0
413304190,2025-12-06 11:35:08,1764992108.098,tug,拖轮(Tug),52.0,在航(使用引擎),38.993768,117.786843,0.5,324.1,91.0,35.0,12.0
4131403,2025-12-06 11:35:08,1764992108.211,other,Unknown,,,38.9757,117.787447,,,,,
4125001,2025-12-06 11:35:08,1764992108.247,other,Unknown,,,38.98146,117.80528,,,,,
412203640,2025-12-06 11:35:08,1764992108.687,tug,引航船(Pilot),50.0,在航(使用引擎),38.963253,117.824627,9.8,96.9,98.0,22.0,6.0
413363350,2025-12-06 11:35:08,1764992108.929,other,疏浚/水下作业,33.0,锚泊,38.95911,117.835087,,132.9,511.0,58.0,12.0
624020000,2025-12-06 11:35:09,1764992109.758,other,Unknown,,在航(使用引擎),38.968618,117.80089,9.9,102.1,103.0,166.0,27.0
413304770,2025-12-06 11:35:10,1764992110.369,tug,拖轮(Tug),52.0,系泊(Moored),38.992807,117.787897,4.2,266.6,111.0,35.0,13.0
4125055,2025-12-06 12:00:03,1764993603.061,other,Unknown,,,38.97578,117.78749,,,,,
413018020,2025-12-06 12:00:04,1764993604.052,tug,引航船(Pilot),50.0,在航(使用引擎),38.973617,117.828333,,1.7,280.0,17.0,5.0
413568370,2025-12-06 12:00:05,1764993605.235,other,疏浚/水下作业,33.0,在航(使用引擎),38.95689,117.898533,10.2,278.6,277.0,77.0,16.0
412018360,2025-12-06 12:00:07,1764993607.537,tug,拖轮(Tug),52.0,在航(使用引擎),38.97066,117.76899,,209.3,177.0,38.0,10.0
4131403,2025-12-06 12:00:08,1764993608.416,other,Unknown,,,38.9757,117.787447,,,,,
4125001,2025-12-06 12:00:08,1764993608.476,other,Unknown,,,38.981452,117.805283,,,,,
636022720,2025-12-06 12:00:08,1764993608.576,general cargo vessels,货轮-危险A,71.0,在航(使用引擎),38.990978,117.784173,0.7,265.6,138.0,366.0,51.0
413309530,2025-12-06 12:00:08,1764993608.8,general cargo vessels,货轮-通用,70.0,系泊(Moored),38.97641,117.764453,,360.0,511.0,116.0,20.0
413363350,2025-12-06 12:00:09,1764993609.136,other,疏浚/水下作业,33.0,锚泊,38.959058,117.835113,,147.0,511.0,58.0,12.0
413304760,2025-12-06 12:00:09,1764993609.355,tug,拖轮(Tug),52.0,在航(使用引擎),38.965628,117.82918,10.5,278.5,260.0,35.0,13.0
413304190,2025-12-06 12:00:09,1764993609.919,tug,拖轮(Tug),52.0,在航(使用引擎),38.990895,117.784748,0.9,254.0,238.0,35.0,12.0
624020000,2025-12-06 12:00:11,1764993611.004,other,Unknown,,在航(使用引擎),38.953913,117.896665,10.7,100.3,102.0,166.0,27.0
413018020,2025-12-06 12:00:13,1764993613.308,tug,引航船(Pilot),50.0,在航(使用引擎),38.973617,117.828333,,1.7,280.0,17.0,5.0
636021238,2025-12-06 12:00:14,1764993614.922,general cargo vessels,货轮-通用,70.0,系泊(Moored),38.951105,117.854077,,138.8,282.0,340.0,62.0
413568370,2025-12-06 12:00:16,1764993616.601,other,疏浚/水下作业,33.0,在航(使用引擎),38.956963,117.897867,10.2,278.2,279.0,77.0,16.0
412018360,2025-12-06 12:00:17,1764993617.319,tug,拖轮(Tug),52.0,在航(使用引擎),38.97066,117.76899,,209.3,177.0,38.0,10.0
412018070,2025-12-06 12:00:17,1764993617.738,tug,拖轮(Tug),52.0,系泊(Moored),38.97504,117.788537,,11.6,348.0,37.0,10.0
4131403,2025-12-06 12:00:18,1764993618.422,other,Unknown,,,38.9757,117.787447,,,,,
4125001,2025-12-06 12:00:18,1764993618.471,other,Unknown,,,38.981462,117.805282,,,,,
994126297,2025-12-06 12:00:18,1764993618.622,other,Unknown,,,38.972013,117.715138,,,,0.0,0.0
636022720,2025-12-06 12:00:18,1764993618.711,general cargo vessels,货轮-危险A,71.0,在航(使用引擎),38.990975,117.784132,0.7,260.2,140.0,366.0,51.0
413305490,2025-12-06 12:00:18,1764993618.742,tug,拖轮(Tug),52.0,在航(使用引擎),38.929803,117.868538,,302.9,511.0,40.0,10.0
413304760,2025-12-06 12:00:18,1764993618.774,tug,拖轮(Tug),52.0,在航(使用引擎),38.965695,117.828622,10.5,278.5,261.0,35.0,13.0
4125055,2025-12-06 12:00:19,1764993619.053,other,Unknown,,,38.97579,117.787502,,,,,
412018250,2025-12-06 12:00:19,1764993619.11,tug,拖轮(Tug),52.0,在航(使用引擎),38.975175,117.789205,,45.0,233.0,31.0,9.0
624020000,2025-12-06 12:00:20,1764993620.228,other,Unknown,,在航(使用引擎),38.953842,117.897242,10.7,99.7,102.0,166.0,27.0
249840000,2025-12-06 12:00:20,1764993620.438,general cargo vessels,货轮-通用,70.0,在航(使用引擎),38.939427,117.787787,,215.4,109.0,366.0,51.0
538007492,2025-12-06 12:00:21,1764993621.088,general cargo vessels,货轮-通用,70.0,系泊(Moored),39.04686,117.771797,,37.8,113.0,229.0,36.0
477186100,2025-12-06 12:00:22,1764993622.371,general cargo vessels,货轮-通用,70.0,系泊(Moored),38.974313,117.783777,0.1,64.1,289.0,110.0,20.0
413304770,2025-12-06 12:00:22,1764993622.386,tug,拖轮(Tug),52.0,系泊(Moored),38.991797,117.781392,1.1,272.4,160.0,35.0,13.0
413018020,2025-12-06 12:00:22,1764993622.522,tug,引航船(Pilot),50.0,在航(使用引擎),38.973617,117.828333,,1.7,280.0,17.0,5.0
4125055,2025-12-06 12:00:23,1764993623.055,other,Unknown,,,38.975788,117.7875,,,,,
413363350,2025-12-06 12:00:25,1764993625.088,other,疏浚/水下作业,33.0,锚泊,38.95906,117.835113,,147.0,511.0,58.0,12.0
413424590,2025-12-06 12:00:25,1764993625.32,other,疏浚/水下作业,33.0,在航(使用引擎),38.91556,117.82122,,360.0,511.0,45.0,18.0
413303080,2025-12-06 12:00:25,1764993625.641,tug,拖轮(Tug),52.0,系泊(Moored),38.9732,117.788645,0.1,311.6,211.0,39.0,11.0
413568370,2025-12-06 12:00:26,1764993626.566,other,疏浚/水下作业,33.0,在航(使用引擎),38.95704,117.897267,10.3,278.6,279.0,77.0,16.0
413360840,2025-12-06 12:00:27,1764993627.161,other,疏浚/水下作业,33.0,在航(使用引擎),38.958607,117.8314,0.1,360.0,511.0,58.0,12.0
413304210,2025-12-06 12:00:27,1764993627.289,tug,拖轮(Tug),52.0,系泊(Moored),38.993678,117.782857,5.3,312.5,511.0,35.0,12.0
413386460,2025-12-06 12:00:27,1764993627.709,tug,拖轮(Tug),52.0,在航(使用引擎),38.975137,117.760667,8.0,110.5,110.0,73.0,17.0
636022720,2025-12-06 12:00:28,1764993628.013,general cargo vessels,货轮-危险A,71.0,在航(使用引擎),38.990967,117.784095,0.6,254.7,141.0,366.0,51.0
412018360,2025-12-06 12:00:28,1764993628.284,tug,拖轮(Tug),52.0,在航(使用引擎),38.97066,117.76899,,209.3,177.0,38.0,10.0
4131403,2025-12-06 12:00:28,1764993628.413,other,Unknown,,,38.9757,117.787447,,,,,
4125001,2025-12-06 12:00:28,1764993628.473,other,Unknown,,,38.981462,117.805283,,,,,
413304760,2025-12-06 12:00:29,1764993629.036,tug,拖轮(Tug),52.0,在航(使用引擎),38.965777,117.828007,10.5,279.2,264.0,35.0,13.0
412018250,2025-12-06 12:00:29,1764993629.148,tug,拖轮(Tug),52.0,在航(使用引擎),38.975175,117.789205,,45.0,232.0,31.0,9.0
994146018,2025-12-06 12:00:29,1764993629.372,other,Unknown,,,38.967,117.824332,,,,0.0,0.0
624020000,2025-12-06 12:00:29,1764993629.468,other,Unknown,,在航(使用引擎),38.953765,117.897815,10.7,100.0,102.0,166.0,27.0
994146019,2025-12-06 12:00:29,1764993629.653,other,Unknown,,,38.983667,117.784333,,,,0.0,0.0
413304190,2025-12-06 12:00:29,1764993629.915,tug,拖轮(Tug),52.0,在航(使用引擎),38.990872,117.784697,0.4,250.6,235.0,35.0,12.0
249840000,2025-12-06 12:00:30,1764993630.422,general cargo vessels,货轮-通用,70.0,在航(使用引擎),38.939428,117.787785,,358.9,109.0,366.0,51.0
413018020,2025-12-06 12:00:32,1764993632.345,tug,引航船(Pilot),50.0,在航(使用引擎),38.973617,117.828333,,1.7,281.0,17.0,5.0
413591060,2025-12-06 12:00:32,1764993632.685,other,疏浚/水下作业,33.0,锚泊,38.99065,117.77825,,240.7,511.0,50.0,18.0
413304770,2025-12-06 12:00:32,1764993632.822,tug,拖轮(Tug),52.0,系泊(Moored),38.9917,117.7814,1.3,205.2,163.0,35.0,13.0
209111000,2025-12-06 12:00:32,1764993632.905,general cargo vessels,货轮-通用,70.0,系泊(Moored),38.951843,117.849693,,160.7,281.0,300.0,50.0
215141000,2025-12-06 12:00:33,1764993633.938,general cargo vessels,货轮-危险A,71.0,系泊(Moored),39.00064,117.77544,,316.0,348.0,282.0,32.0
538007483,2025-12-06 12:00:35,1764993635.019,general cargo vessels,货轮-通用,70.0,系泊(Moored),38.978583,117.76905,,116.0,295.0,294.0,32.0
413442120,2025-12-06 12:00:35,1764993635.974,other,疏浚/水下作业,33.0,在航(使用引擎),38.954883,117.86208,0.1,25.4,108.0,110.0,20.0
413360840,2025-12-06 12:00:37,1764993637.061,other,疏浚/水下作业,33.0,在航(使用引擎),38.958607,117.8314,0.1,360.0,511.0,58.0,12.0
413018040,2025-12-06 12:00:37,1764993637.461,tug,拖轮(Tug),52.0,系泊(Moored),38.973817,117.788407,,351.0,194.0,35.0,11.0
413304210,2025-12-06 12:00:37,1764993637.577,tug,拖轮(Tug),52.0,系泊(Moored),38.993773,117.782543,5.1,292.7,511.0,35.0,12.0
412990071,2025-12-06 12:00:37,1764993637.688,other,Unknown,,未定义(默认),38.999417,117.701903,,220.0,511.0,0.0,0.0
636022720,2025-12-06 12:00:37,1764993637.739,general cargo vessels,货轮-危险A,71.0,在航(使用引擎),38.990957,117.78407,0.5,247.3,142.0,366.0,51.0
413305490,2025-12-06 12:00:37,1764993637.893,tug,拖轮(Tug),52.0,在航(使用引擎),38.929805,117.868537,0.1,332.3,511.0,40.0,10.0
412018360,2025-12-06 12:00:37,1764993637.972,tug,拖轮(Tug),52.0,在航(使用引擎),38.97066,117.76899,,209.3,177.0,38.0,10.0
4131403,2025-12-06 12:00:38,1764993638.406,other,Unknown,,,38.9757,117.787447,,,,,
4125001,2025-12-06 12:00:38,1764993638.456,other,Unknown,,,38.981462,117.805283,,,,,
4125055,2025-12-06 12:00:39,1764993639.057,other,Unknown,,,38.975783,117.787488,,,,,
413304190,2025-12-06 12:00:39,1764993639.405,tug,拖轮(Tug),52.0,在航(使用引擎),38.99092,117.784793,1.2,49.7,239.0,35.0,12.0
413304760,2025-12-06 12:00:39,1764993639.653,tug,拖轮(Tug),52.0,在航(使用引擎),38.965892,117.82729,10.5,281.1,265.0,35.0,13.0
413560160,2025-12-06 12:00:39,1764993639.921,oil tanker,油轮-通用,80.0,在航(使用引擎),38.92783,117.85196,8.6,289.0,289.0,96.0,16.0
624020000,2025-12-06 12:00:40,1764993640.736,other,Unknown,,在航(使用引擎),38.953655,117.898578,10.8,100.6,101.0,166.0,27.0
413304770,2025-12-06 12:00:40,1764993640.977,tug,拖轮(Tug),52.0,系泊(Moored),38.99157,117.781418,2.7,178.6,162.0,35.0,13.0
249840000,2025-12-06 12:00:41,1764993641.488,general cargo vessels,货轮-通用,70.0,在航(使用引擎),38.939427,117.787785,,159.2,109.0,366.0,51.0
314763000,2025-12-06 12:00:42,1764993642.255,general cargo vessels,货轮-通用,70.0,系泊(Moored),38.957895,117.73016,,331.5,307.0,191.0,32.0
413018020,2025-12-06 12:00:42,1764993642.71,tug,引航船(Pilot),50.0,在航(使用引擎),38.973617,117.828333,,1.7,280.0,17.0,5.0
477723700,2025-12-06 12:00:42,1764993642.759,general cargo vessels,货轮-通用,70.0,系泊(Moored),38.967232,117.78924,,208.9,281.0,299.0,50.0
4125055,2025-12-06 12:00:43,1764993643.055,other,Unknown,,,38.975788,117.78749,,,,,
477625600,2025-12-06 12:00:44,1764993644.574,general cargo vessels,货轮-危险A,71.0,系泊(Moored),38.980012,117.786318,,125.2,309.0,189.0,32.0
412379990,2025-12-06 12:00:44,1764993644.797,other,防污染船,54.0,系泊(Moored),38.986382,117.793758,,47.4,511.0,49.0,9.0
354511000,2025-12-06 12:00:45,1764993645.074,oil tanker,油轮-通用,80.0,在航(使用引擎),38.935558,117.959953,8.2,104.6,108.0,141.0,24.0
413304190,2025-12-06 12:00:45,1764993645.689,tug,拖轮(Tug),52.0,在航(使用引擎),38.990955,117.784878,2.2,60.0,246.0,35.0,12.0
413360840,2025-12-06 12:00:46,1764993646.235,other,疏浚/水下作业,33.0,在航(使用引擎),38.958607,117.8314,,360.0,511.0,58.0,12.0
12300221,2025-12-06 12:00:46,1764993646.82,other,未定义类型,25.0,,38.982223,117.876472,,205.3,511.0,25.0,5.0
413304210,2025-12-06 12:00:47,1764993647.083,tug,拖轮(Tug),52.0,系泊(Moored),38.993792,117.782255,5.2,275.6,511.0,35.0,12.0
414721000,2025-12-06 12:00:47,1764993647.227,general cargo vessels,货轮-通用,70.0,系泊(Moored),38.97721,117.772745,0.1,193.3,296.0,255.0,37.0
412018250,2025-12-06 12:00:47,1764993647.874,tug,拖轮(Tug),52.0,在航(使用引擎),38.97517,117.789197,0.1,45.0,234.0,31.0,9.0
412604000,2025-12-06 12:00:47,1764993647.987,general cargo vessels,货轮-通用,70.0,在航(使用引擎),38.948417,117.929033,9.4,99.0,101.0,199.0,32.0
636022720,2025-12-06 12:00:48,1764993648.267,general cargo vessels,货轮-危险A,71.0,在航(使用引擎),38.990943,117.784042,0.5,237.0,143.0,366.0,51.0
4131403,2025-12-06 12:00:48,1764993648.426,other,Unknown,,,38.9757,117.787447,,,,,
4125001,2025-12-06 12:00:48,1764993648.473,other,Unknown,,,38.981462,117.805283,,,,,
413304190,2025-12-06 12:00:48,1764993648.602,tug,拖轮(Tug),52.0,在航(使用引擎),38.990972,117.784927,2.5,61.9,248.0,35.0,12.0
414760000,2025-12-06 12:00:48,1764993648.841,general cargo vessels,货轮-通用,70.0,系泊(Moored),38.988647,117.790365,0.2,174.3,347.0,255.0,37.0
412018360,2025-12-06 12:00:48,1764993648.955,tug,拖轮(Tug),52.0,在航(使用引擎),38.97066,117.76899,,209.3,177.0,38.0,10.0
413304760,2025-12-06 12:00:49,1764993649.306,tug,拖轮(Tug),52.0,在航(使用引擎),38.965992,117.826742,10.5,282.4,263.0,35.0,13.0
413305490,2025-12-06 12:00:49,1764993649.62,tug,拖轮(Tug),52.0,在航(使用引擎),38.929803,117.868537,,318.9,511.0,40.0,10.0
624020000,2025-12-06 12:00:50,1764993650.664,other,Unknown,,在航(使用引擎),38.953565,117.899212,10.8,100.5,101.0,166.0,27.0
413018020,2025-12-06 12:00:52,1764993652.21,tug,引航船(Pilot),50.0,在航(使用引擎),38.973617,117.828333,,1.7,280.0,17.0,5.0
994146036,2025-12-06 12:00:52,1764993652.646,other,Unknown,,,38.65836,117.960472,,,,0.0,0.0
413304190,2025-12-06 12:00:53,1764993653.007,tug,拖轮(Tug),52.0,在航(使用引擎),38.990998,117.784998,3.0,64.6,251.0,35.0,12.0
413424590,2025-12-06 12:00:53,1764993653.455,other,疏浚/水下作业,33.0,在航(使用引擎),38.91557,117.821218,,360.0,511.0,45.0,18.0
538006275,2025-12-06 12:00:54,1764993654.146,general cargo vessels,货轮-通用,70.0,系泊(Moored),38.967942,117.783772,,274.6,103.0,199.0,32.0
994146018,2025-12-06 12:00:55,1764993655.51,other,Unknown,,,38.96695,117.824362,,,,0.0,0.0
413304190,2025-12-06 12:00:55,1764993655.846,tug,拖轮(Tug),52.0,在航(使用引擎),38.991015,117.785047,3.0,65.9,253.0,35.0,12.0
413442120,2025-12-06 12:00:56,1764993656.811,other,疏浚/水下作业,33.0,在航(使用引擎),38.954867,117.86208,0.1,29.9,108.0,110.0,20.0
412018360,2025-12-06 12:00:57,1764993657.162,tug,拖轮(Tug),52.0,在航(使用引擎),38.97066,117.76899,,209.3,177.0,38.0,10.0
413360840,2025-12-06 12:00:57,1764993657.339,other,疏浚/水下作业,33.0,在航(使用引擎),38.958607,117.8314,,360.0,511.0,58.0,12.0
412990071,2025-12-06 12:00:57,1764993657.689,other,Unknown,,未定义(默认),38.999397,117.7019,,218.4,511.0,0.0,0.0
412604000,2025-12-06 12:00:57,1764993657.826,general cargo vessels,货轮-通用,70.0,在航(使用引擎),38.948367,117.9295,9.3,99.0,101.0,199.0,32.0
412015020,2025-12-06 12:00:58,1764993658.044,coast guard ship,执法船,55.0,系泊(Moored),38.97908,117.801087,0.1,165.7,278.0,60.0,7.0
413304760,2025-12-06 12:00:58,1764993658.065,tug,拖轮(Tug),52.0,在航(使用引擎),38.966088,117.826187,10.5,282.3,265.0,35.0,13.0
413272580,2025-12-06 12:00:58,1764993658.178,other,Unknown,,,38.97585,117.792717,0.3,5.1,5.0,53.0,9.0
414423000,2025-12-06 12:00:58,1764993658.21,general cargo vessels,货轮-通用,70.0,系泊(Moored),38.964525,117.805425,,138.3,283.0,225.0,32.0
413292540,2025-12-06 12:00:58,1764993658.256,general cargo vessels,货轮-通用,70.0,系泊(Moored),39.01051,117.772573,,360.0,349.0,126.0,28.0
4131403,2025-12-06 12:00:58,1764993658.418,other,Unknown,,,38.9757,117.787447,,,,,
4125001,2025-12-06 12:00:58,1764993658.472,other,Unknown,,,38.981462,117.805282,,,,,
636022720,2025-12-06 12:00:58,1764993658.496,general cargo vessels,货轮-危险A,71.0,在航(使用引擎),38.990927,117.784022,0.4,225.5,144.0,366.0,51.0
994146019,2025-12-06 12:00:58,1764993658.616,other,Unknown,,,38.983667,117.7844,,,,0.0,0.0
413304210,2025-12-06 12:00:58,1764993658.881,tug,拖轮(Tug),52.0,系泊(Moored),38.99374,117.781863,5.5,260.2,511.0,35.0,12.0
4125055,2025-12-06 12:00:59,1764993659.046,other,Unknown,,,38.975795,117.787507,,,,,
413305490,2025-12-06 12:00:59,1764993659.274,tug,拖轮(Tug),52.0,在航(使用引擎),38.9298,117.868535,,318.9,511.0,40.0,10.0
413304190,2025-12-06 12:00:59,1764993659.452,tug,拖轮(Tug),52.0,在航(使用引擎),38.991032,117.785107,2.8,67.2,255.0,35.0,12.0
412018250,2025-12-06 12:00:59,1764993659.67,tug,拖轮(Tug),52.0,在航(使用引擎),38.975167,117.789198,,45.0,233.0,31.0,9.0
249840000,2025-12-06 12:00:59,1764993659.957,general cargo vessels,货轮-通用,70.0,在航(使用引擎),38.939427,117.787782,,246.5,109.0,366.0,51.0
624020000,2025-12-06 12:01:00,1764993660.123,other,Unknown,,在航(使用引擎),38.953477,117.899782,10.8,99.8,101.0,166.0,27.0
412303680,2025-12-06 12:01:00,1764993660.204,oil tanker,油轮-通用,80.0,在航(使用引擎),38.959583,117.751773,,354.0,290.0,94.0,14.0
994141200,2025-12-06 12:01:01,1764993661.327,other,Unknown,,,39.007733,117.782067,,,,2.0,2.0
994146020,2025-12-06 12:01:01,1764993661.604,other,Unknown,,,38.991517,117.785468,,,,0.0,0.0
994121006,2025-12-06 12:01:01,1764993661.656,other,Unknown,,,38.9772,117.793467,,,,2.0,2.0
412018180,2025-12-06 12:01:01,1764993661.679,tug,拖轮(Tug),52.0,系泊(Moored),38.974603,117.788728,0.1,13.3,211.0,31.0,9.0
413304190,2025-12-06 12:01:02,1764993662.095,tug,拖轮(Tug),52.0,在航(使用引擎),38.991035,117.785132,2.6,68.6,257.0,35.0,12.0
994141155,2025-12-06 12:01:02,1764993662.729,other,Unknown,,,38.944763,117.770437,,,,2.0,2.0
4125055,2025-12-06 12:01:03,1764993663.053,other,Unknown,,,38.975792,117.787493,,,,,
413424590,2025-12-06 12:01:03,1764993663.245,other,疏浚/水下作业,33.0,在航(使用引擎),38.915567,117.821218,,360.0,511.0,45.0,18.0
413018020,2025-12-06 12:01:04,1764993664.044,tug,引航船(Pilot),50.0,在航(使用引擎),38.973617,117.828333,,1.7,280.0,17.0,5.0
354511000,2025-12-06 12:01:04,1764993664.908,oil tanker,油轮-通用,80.0,在航(使用引擎),38.93536,117.960935,8.5,105.9,110.0,141.0,24.0
412379990,2025-12-06 12:01:05,1764993665.004,other,防污染船,54.0,系泊(Moored),38.986382,117.793758,,47.4,511.0,49.0,9.0
413568370,2025-12-06 12:01:05,1764993665.24,other,疏浚/水下作业,33.0,在航(使用引擎),38.957363,117.894947,10.3,280.1,279.0,77.0,16.0
257523000,2025-12-06 12:01:06,1764993666.282,general cargo vessels,货轮-通用,70.0,系泊(Moored),38.94586,117.767402,,159.9,288.0,200.0,32.0
412604000,2025-12-06 12:01:06,1764993666.787,general cargo vessels,货轮-通用,70.0,在航(使用引擎),38.948317,117.929983,9.4,99.0,101.0,199.0,32.0
413304210,2025-12-06 12:01:07,1764993667.105,tug,拖轮(Tug),52.0,系泊(Moored),38.993668,117.781608,5.7,252.9,511.0,35.0,12.0
412018360,2025-12-06 12:01:07,1764993667.539,tug,拖轮(Tug),52.0,在航(使用引擎),38.97066,117.76899,,209.3,177.0,38.0,10.0
994146022,2025-12-06 12:01:07,1764993667.638,other,Unknown,,,39.007238,117.78097,,,,0.0,0.0
413363350,2025-12-06 12:01:07,1764993667.753,other,疏浚/水下作业,33.0,锚泊,38.959067,117.835107,0.1,329.3,511.0,58.0,12.0
413386460,2025-12-06 12:01:08,1764993668.168,tug,拖轮(Tug),52.0,在航(使用引擎),38.974677,117.762533,8.1,108.0,107.0,73.0,17.0
4131403,2025-12-06 12:01:08,1764993668.42,other,Unknown,,,38.9757,117.787447,,,,,
4125001,2025-12-06 12:01:08,1764993668.472,other,Unknown,,,38.981458,117.805278,,,,,
636022720,2025-12-06 12:01:08,1764993668.584,general cargo vessels,货轮-危险A,71.0,在航(使用引擎),38.990908,117.784003,0.4,214.2,145.0,366.0,51.0
